485, 7
486, 7
487, 7
488, 5
489, 7
490, 8
491, 4
492, 8
493, 5
494, 12
495, 9
496, 12
497, 7
498, 10
499, 7
500, 12
501, 23
502, 9
503, 10
504, 7
505, 5
506, 12
507, 4
508, 6
509, 6
510, 4
511, 6
512, 4
513, 6
514, 5
515, 6
516, 6
517, 12
518, 11
519, 9
520, 7
521, 10
522, 5
523, 9
524, 7
525, 10
526, 6
527, 4
528, 6
529, 4
530, 4
531, 3
532, 5
533, 4
534, 11
535, 16
536, 11
537, 4
538, 6
539, 6
540, 5
541, 6
542, 7
543, 6
544, 8
545, 8
546, 11
547, 8
548, 11
549, 9
550, 2
551, 4
552, 6
553, 10
554, 12
555, 6
556, 10
557, 4
558, 11
559, 5
560, 14
561, 3
562, 8
563, 8
564, 10
565, 7
566, 5
567, 6
568, 6
569, 6
570, 4
571, 7
572, 8
573, 10
574, 8
575, 8
576, 16
577, 8
578, 6
579, 7
580, 10
581, 9
582, 8
583, 5
584, 7
585, 7
586, 6
587, 18
588, 15
589, 4
590, 4
591, 4
592, 4
593, 6
594, 13
595, 11
596, 12
597, 8
598, 9
599, 9
600, 6
601, 3
602, 8
603, 9
604, 2
605, 5
606, 5
607, 8
608, 6
609, 6
610, 7
611, 7
612, 5
613, 5
614, 8
615, 9
616, 5
617, 7
618, 7
619, 7
620, 9
621, 7
622, 5
623, 6
624, 7
625, 9
626, 7
627, 7
628, 8
629, 4
630, 10
631, 10
632, 4
633, 6
634, 5
635, 6
636, 4
637, 4
638, 8
639, 8
640, 8
641, 10
642, 7
643, 7
644, 2
645, 8
646, 10
647, 8
648, 4
649, 2
650, 6
651, 6
652, 7
653, 11
654, 4
655, 6
656, 7
657, 7
658, 6
659, 6
660, 6
661, 7
662, 11
663, 10
664, 4
